City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
133,Vila Do Maio,CV,2021-10-31 01:39:54,15.1333,-23.2167,74.19,81,100,16.06
134,Geraldton,AU,2021-10-31 01:39:54,-28.7667,114.6,70.21,49,0,10.36
135,Nova Olinda Do Norte,BR,2021-10-31 01:39:55,-3.8881,-59.0942,78.62,72,45,1.5
136,Tasiilaq,GL,2021-10-31 01:39:31,65.6145,-37.6368,24.96,65,100,4.18
137,San Quintin,MX,2021-10-31 01:40:55,30.4833,-115.95,63.27,86,48,8.9
138,La Ronge,CA,2021-10-31 01:40:56,55.1001,-105.2842,34.05,64,90,11.5
139,Bluff,NZ,2021-10-31 01:40:56,-46.6,168.3333,49.51,76,100,28.23
140,Haines Junction,CA,2021-10-31 01:40:56,60.7522,-137.5108,40.95,52,100,11.5
141,Longyearbyen,SJ,2021-10-31 01:40:27,78.2186,15.6401,21.04,86,20,3.44
142,Kyren,RU,2021-10-31 01:40:57,51.6828,102.1408,37.47,54,33,1.45
143,Bergerac,FR,2021-10-31 01:40:57,44.8333,0.5,59.22,94,90,5.75
144,Sao Desiderio,BR,2021-10-31 01:40:58,-12.3633,-44.9733,80.47,50,100,3.15
145,Souillac,MU,2021-10-31 01:39:46,-20.5167,57.5167,70.36,94,40,5.75
146,Umea,SE,2021-10-31 01:40:58,63.8284,20.2597,42.73,100,90,1.14
147,Kapaa,US,2021-10-31 01:39:27,22.0752,-159.319,84.18,76,90,4.61
148,Nanortalik,GL,2021-10-31 01:40:03,60.1432,-45.2371,34.23,72,4,3.6
149,San Cristobal,VE,2021-10-31 01:40:59,7.7669,-72.225,66.38,99,100,1.74
150,Bojonegoro,ID,2021-10-31 01:40:59,-7.1502,111.8817,88.05,60,43,5.41
151,Concordia,AR,2021-10-31 01:39:48,-31.393,-58.0209,77.79,64,0,1.99
152,Limon,CR,2021-10-31 01:41:00,10.0,-83.0333,78.08,85,100,6.71
153,Biltine,TD,2021-10-31 01:41:01,14.5333,20.9167,78.64,17,12,7.52
154,Dunedin,NZ,2021-10-31 01:39:20,-45.8742,170.5036,53.46,71,100,24.05
155,Sao Filipe,CV,2021-10-31 01:41:02,14.8961,-24.4956,80.33,72,100,12.24
156,Mahebourg,MU,2021-10-31 01:39:36,-20.4081,57.7,70.25,94,40,5.75
157,Marienburg,PL,2021-10-31 01:38:32,54.0359,19.0266,49.87,75,8,12.84
158,Mpulungu,ZM,2021-10-31 01:41:03,-8.7623,31.1141,76.5,69,93,1.48
159,Port Lincoln,AU,2021-10-31 01:41:03,-34.7333,135.8667,64.87,51,0,10.67
160,Hickory,US,2021-10-31 01:36:47,35.7332,-81.3412,56.28,93,90,0.0
161,Narsaq,GL,2021-10-31 01:41:04,60.9167,-46.05,28.62,75,50,4.97
162,Tadine,NC,2021-10-31 01:41:05,-21.55,167.8833,77.43,67,2,1.12
163,Bilma,NE,2021-10-31 01:41:05,18.6853,12.9164,77.92,29,42,16.46
164,Ulaangom,MN,2021-10-31 01:41:05,49.9811,92.0667,34.72,65,100,1.97
165,Mahanoro,MG,2021-10-31 01:40:44,-19.9,48.8,69.44,92,24,4.79
166,Cosala,MX,2021-10-31 01:41:06,24.4125,-106.6908,76.12,91,0,0.98
167,Changli,CN,2021-10-31 01:41:06,39.7042,119.1506,54.18,61,51,11.95
168,Pinerolo,IT,2021-10-31 01:41:07,44.8833,7.35,51.49,90,100,1.45
169,Dzerzhinsk,RU,2021-10-31 01:41:07,56.2389,43.4631,42.62,100,18,6.71
170,Suluq,LY,2021-10-31 01:41:08,31.6682,20.2521,69.51,69,67,18.63
171,Ixtapa,MX,2021-10-31 01:41:08,20.7,-105.2,74.88,95,17,1.01
172,Whitehorse,CA,2021-10-31 01:41:09,60.7161,-135.0538,38.17,65,75,14.97
173,Boende,CD,2021-10-31 01:41:09,-0.2167,20.8667,70.75,97,100,1.7
174,Sola,VU,2021-10-31 01:41:09,-13.8833,167.55,81.1,67,10,13.24
175,Mana,GF,2021-10-31 01:41:10,5.6592,-53.7767,78.4,85,19,5.7
176,Hanover,DE,2021-10-31 01:41:10,52.3705,9.7332,55.71,83,20,1.01
177,Morro Bay,US,2021-10-31 01:41:11,35.3658,-120.8499,66.74,90,98,1.01
178,Lazaro Cardenas,MX,2021-10-31 01:41:11,17.9583,-102.2,78.84,81,7,2.28
179,Maralal,KE,2021-10-31 01:41:12,1.0968,36.698,59.31,82,69,6.06
180,Rafaela,AR,2021-10-31 01:41:12,-31.2503,-61.4867,82.98,38,4,5.01
181,Rawson,AR,2021-10-31 01:42:13,-43.3002,-65.1023,47.1,68,13,15.95
182,Ingham,US,2021-10-31 01:42:13,42.6,-84.3833,50.18,92,90,6.91
183,Bandarbeyla,SO,2021-10-31 01:42:13,9.4942,50.8122,78.21,80,98,10.16
184,Maceio,BR,2021-10-31 01:41:18,-9.6658,-35.7353,76.44,88,0,4.61
185,Makakilo City,US,2021-10-31 01:42:14,21.3469,-158.0858,82.15,59,1,10.36
186,Keffi,NG,2021-10-31 01:42:14,8.8486,7.8736,73.45,81,100,2.26
187,Severo-Kurilsk,RU,2021-10-31 01:38:58,50.6789,156.125,42.6,81,66,16.22
188,Viedma,AR,2021-10-31 01:42:12,-40.8135,-62.9967,50.85,66,100,19.91
189,Belmonte,BR,2021-10-31 01:42:15,-15.8631,-38.8828,77.5,85,93,6.08
190,Jalu,LY,2021-10-31 01:42:15,29.0331,21.5482,67.24,46,6,7.61
191,Ancud,CL,2021-10-31 01:42:16,-41.8697,-73.8203,53.13,67,0,4.47
192,Inta,RU,2021-10-31 01:40:33,66.0317,60.1659,8.44,91,96,7.36
193,Tiksi,RU,2021-10-31 01:42:16,71.6872,128.8694,11.79,77,100,12.12
194,Baruun-Urt,MN,2021-10-31 01:42:17,46.6806,113.2792,29.32,23,0,5.91
195,Poquoson,US,2021-10-31 01:40:46,37.1224,-76.3458,59.02,86,1,6.91
196,Malazgirt,TR,2021-10-31 01:42:17,39.1427,42.5401,46.54,91,100,3.83
197,Port Elizabeth,ZA,2021-10-31 01:39:59,-33.918,25.5701,59.29,94,68,2.3
198,Xinmin,CN,2021-10-31 01:42:18,41.9908,122.8253,41.25,72,100,13.0
199,Concarneau,FR,2021-10-31 01:42:18,47.875,-3.9225,58.05,85,99,25.5
200,Pussi,EE,2021-10-31 01:42:18,59.36,27.0497,42.69,92,97,9.4
201,Cervo,ES,2021-10-31 01:42:19,43.6702,-7.4101,63.19,74,58,9.89
202,Mayumba,GA,2021-10-31 01:42:19,-3.432,10.6554,76.64,92,100,5.75
203,Kikwit,CD,2021-10-31 01:42:20,-5.041,18.8162,69.6,97,100,1.97
204,Mildura,AU,2021-10-31 01:42:20,-34.2,142.15,70.07,26,0,5.75
205,Tabas,IR,2021-10-31 01:42:20,33.5959,56.9244,64.62,29,4,6.71
206,Clyde River,CA,2021-10-31 01:42:21,70.4692,-68.5914,30.47,97,100,16.02
207,Marawi,PH,2021-10-31 01:42:21,7.9986,124.2928,72.64,80,100,3.51
208,Dikson,RU,2021-10-31 01:42:22,73.5069,80.5464,6.31,90,97,15.39
209,Morwell,AU,2021-10-31 01:42:22,-38.2333,146.4,61.05,30,0,5.5
210,Ostrovnoy,RU,2021-10-31 01:42:23,68.0531,39.5131,34.52,96,100,3.15
211,San Patricio,US,2021-10-31 01:42:23,28.017,-97.5169,71.69,38,0,7.65
212,Gdov,RU,2021-10-31 01:42:23,58.7406,27.8122,44.87,92,97,12.57
213,Berlevag,NO,2021-10-31 01:39:41,70.8578,29.0864,38.34,80,100,15.35
214,Flin Flon,CA,2021-10-31 01:42:24,54.7682,-101.865,33.46,73,97,10.67
215,Adrar,MR,2021-10-31 01:42:24,20.5022,-10.0711,79.05,39,100,6.26
216,Inirida,CO,2021-10-31 01:42:25,3.8653,-67.9239,73.49,97,100,2.66
217,Cayenne,GF,2021-10-31 01:41:33,4.9333,-52.3333,82.09,79,18,3.0
218,Saint-Philippe,RE,2021-10-31 01:39:25,-21.3585,55.7679,67.59,81,29,3.06
219,Broken Hill,AU,2021-10-31 01:40:21,-31.95,141.4333,64.11,22,94,8.05
220,Esso,RU,2021-10-31 01:42:25,55.9333,158.7,28.02,85,100,4.25
221,Khatanga,RU,2021-10-31 01:42:26,71.9667,102.5,4.86,96,100,1.41
222,Mvomero,TZ,2021-10-31 01:42:26,-6.25,38.6667,76.75,93,40,1.41
223,Bharthana,IN,2021-10-31 01:42:27,26.7571,79.2248,67.01,51,0,4.99
224,Mugur-Aksy,RU,2021-10-31 01:42:27,50.35,90.5,17.71,87,97,5.14
225,Quatre Cocos,MU,2021-10-31 01:40:16,-20.2078,57.7625,70.09,80,10,5.75
226,Carutapera,BR,2021-10-31 01:42:24,-1.195,-46.02,78.24,83,43,6.51
227,Petropolis,RU,2021-10-31 01:41:30,59.8944,30.2642,45.64,88,0,6.71
228,Kungurtug,RU,2021-10-31 01:42:28,50.5994,97.5228,32.23,55,32,2.15
229,Tuatapere,NZ,2021-10-31 01:42:29,-46.1333,167.6833,48.27,76,100,16.08
230,Snihurivka,UA,2021-10-31 01:42:29,47.0758,32.8052,41.2,88,0,8.84
231,Gazojak,TM,2021-10-31 01:38:47,41.1875,61.4036,42.69,45,0,9.15
232,Laguna,US,2021-10-31 01:38:48,38.421,-121.4238,66.63,71,90,1.99
233,Tura,IN,2021-10-31 01:40:35,25.5198,90.2201,69.71,61,0,1.61
234,Faanui,PF,2021-10-31 01:43:30,-16.4833,-151.75,78.58,68,26,15.03
235,Tiznit,MA,2021-10-31 01:41:21,29.5833,-9.5,62.28,57,0,1.12
236,The Valley,AI,2021-10-31 01:42:19,18.217,-63.0578,82.26,69,5,12.71
237,Nyaunglebin,MM,2021-10-31 01:43:31,17.95,96.7333,78.15,85,100,1.57
238,Esperance,AU,2021-10-31 01:43:31,-33.8667,121.9,73.24,41,1,7.94
239,Santa Maria,BR,2021-10-31 01:42:13,-29.6842,-53.8069,74.5,78,0,11.5
240,Alugan,PH,2021-10-31 01:43:31,12.2188,125.4808,83.3,71,28,12.33
241,Markova,UA,2021-10-31 01:43:32,48.6758,24.4138,43.45,57,0,3.87
242,Lopatyn,UA,2021-10-31 01:43:32,50.2202,24.8483,43.41,74,0,8.39
243,El Alto,PE,2021-10-31 01:43:33,-4.2714,-81.2147,64.69,80,50,15.43
244,Leningradskiy,RU,2021-10-31 01:43:33,69.3833,178.4167,0.25,96,100,6.69
245,Dabakala,CI,2021-10-31 01:43:33,8.3667,-4.4333,74.23,88,75,2.98
246,Yinchuan,CN,2021-10-31 01:43:34,38.4681,106.2731,44.22,42,0,5.26
247,Kasama,ZM,2021-10-31 01:43:34,-10.2129,31.1808,68.07,66,76,3.15
248,Birin,NP,2021-10-31 01:43:35,26.8865,88.0718,57.0,75,33,1.21
249,Buala,SB,2021-10-31 01:38:54,-8.145,159.5921,85.21,70,100,9.06
250,Constitucion,CL,2021-10-31 01:43:35,-35.3333,-72.4167,55.47,82,100,10.25
251,Fortuna,US,2021-10-31 01:39:53,40.5982,-124.1573,60.42,72,1,1.01
252,Pochutla,MX,2021-10-31 01:43:36,15.7432,-96.4661,73.81,89,29,3.33
253,Codrington,AU,2021-10-31 01:43:36,-38.2667,141.9667,62.37,55,0,4.72
254,Mar Del Plata,AR,2021-10-31 01:43:36,-38.0023,-57.5575,57.09,89,75,1.99
255,Rudnaya Pristan,RU,2021-10-31 01:43:37,44.3614,135.8116,53.44,61,40,9.24
256,Namibe,AO,2021-10-31 01:43:37,-15.1961,12.1522,65.57,79,68,4.45
257,San Jeronimo,PE,2021-10-31 01:43:38,-11.9472,-75.2829,54.41,72,100,1.36
258,Poso,ID,2021-10-31 01:43:38,-1.3959,120.7524,86.07,62,95,3.22
259,Quesnel,CA,2021-10-31 01:43:38,52.9999,-122.5029,30.7,74,1,0.0
260,College,US,2021-10-31 01:43:32,64.8569,-147.8028,43.12,56,75,6.91
261,Aklavik,CA,2021-10-31 01:43:39,68.2191,-135.0107,20.12,90,88,8.41
262,Wattegama,LK,2021-10-31 01:43:39,6.7989,81.4808,72.52,88,96,2.64
263,Matamoros,MX,2021-10-31 01:43:40,25.5333,-103.25,77.11,21,0,3.8
264,Coquimbo,CL,2021-10-31 01:43:16,-29.9533,-71.3436,55.13,94,90,10.36
265,Humaita,BR,2021-10-31 01:43:40,-7.5061,-63.0208,76.53,81,5,0.81
266,Samarai,PG,2021-10-31 01:42:26,-10.6167,150.6667,84.15,75,100,13.4
267,Port Keats,AU,2021-10-31 01:43:41,-14.25,129.55,91.11,50,100,6.64
268,Bilibino,RU,2021-10-31 01:43:41,68.0546,166.4372,-5.84,97,100,2.19
269,Victoria,HK,2021-10-31 01:42:23,22.2855,114.1577,77.38,82,96,1.99
270,Shimoda,JP,2021-10-31 01:43:42,34.6667,138.95,62.96,82,100,9.42
271,Port-Cartier,CA,2021-10-31 01:39:59,50.0334,-66.8654,41.22,75,6,6.69
272,Alappuzha,IN,2021-10-31 01:43:42,9.49,76.3264,79.29,84,100,4.0
273,Caravelas,BR,2021-10-31 01:39:57,-17.7125,-39.2481,72.05,91,100,5.82
274,Podyuga,RU,2021-10-31 01:43:43,61.095,40.8647,40.01,96,96,7.25
275,Buin,CL,2021-10-31 01:43:43,-33.7333,-70.75,76.73,46,98,2.48
276,Moose Factory,CA,2021-10-31 01:43:44,51.2585,-80.6094,41.0,87,90,3.44
277,Klyuchi,RU,2021-10-31 01:43:44,52.2667,79.1667,38.23,68,100,19.08
278,Khandyga,RU,2021-10-31 01:43:45,62.6667,135.6,0.23,92,95,1.77
279,Wajir,KE,2021-10-31 01:44:45,1.7471,40.0573,78.71,66,10,12.06
280,Sabang,ID,2021-10-31 01:41:26,5.8933,95.3214,79.59,82,100,17.07
281,Praia Da Vitoria,PT,2021-10-31 01:44:46,38.7333,-27.0667,68.76,94,40,10.27
282,Salinopolis,BR,2021-10-31 01:44:46,-0.6136,-47.3561,79.0,85,49,9.62
283,Maragogi,BR,2021-10-31 01:42:31,-9.0122,-35.2225,77.0,72,20,9.82
284,Cukai,MY,2021-10-31 01:44:46,4.25,103.4167,82.35,70,96,3.51
285,Forestville,US,2021-10-31 01:39:52,38.8451,-76.875,58.68,87,90,4.61
286,Port-Gentil,GA,2021-10-31 01:44:47,-0.7193,8.7815,76.08,92,100,9.55
287,Yeppoon,AU,2021-10-31 01:44:48,-23.1333,150.7333,87.58,57,59,11.56
288,Clarksdale,US,2021-10-31 01:41:11,34.2001,-90.5709,54.91,94,40,3.44
289,Robertsport,LR,2021-10-31 01:44:49,6.7533,-11.3686,77.34,86,100,7.67
290,Hualmay,PE,2021-10-31 01:44:49,-11.0964,-77.6139,63.32,82,96,7.4
291,Olafsvik,IS,2021-10-31 01:42:26,64.8945,-23.7142,40.89,77,56,23.49
292,Syracuse,IT,2021-10-31 01:44:50,37.0881,15.2792,62.44,91,100,4.83
293,Taoudenni,ML,2021-10-31 01:44:50,22.6783,-3.9836,81.14,28,49,9.6
294,Chokurdakh,RU,2021-10-31 01:44:51,70.6333,147.9167,0.54,97,99,6.42
295,Greytown,ZA,2021-10-31 01:44:51,-29.0642,30.5928,47.75,95,5,2.35
296,Lukovetskiy,RU,2021-10-31 01:44:52,64.2956,41.9211,40.98,99,99,6.49
